Component,Home,Distributor,Operations Category,Major Group,Manufacturer,Distribution Item,Brand,Brand Name,Pack Size,Unit,Total Quantity,Total Amount,Unit Price,SCC
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,BAKING SUPPLIES,DAVID ROBERTS FOOD CORPORATION,6055626,DAVROB,SEED FLAX GRND,3/3 KG,CS,10,556.1,55.61,'10067261134971
9098,Summer Street Shelter,GFS ONTARIO,Food,BAKING SUPPLIES,MANTAB INC,1127370,GFS,STARCH CORN,1X5KG,CS,1,22.96,22.96,'10620868108532
5884,Deer Park Villa,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,1,97.37,97.37,'10772182135456
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,1,100.19,100.19,'10772182135456
1572,Northland Pointe,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,1,100.1,100.1,'10772182135456
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,8890519,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,1,103.62,103.62,'10772182135456
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,2,200.2,100.1,'10772182135456
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,3,300.57,100.19,'10772182135456
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1352988,LES VIANDE,2-2.5K STEW BEEF HAND CUT PREM,2-2.5K,CS,3,292.11,97.37,'10772182135456
1572,Northland Pointe,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7065156,GFS       ,2-2.5KG GFS BEEF LN GRND FRZ R     ,2-2.5KG     ,CS,2,180.4,90.2,'00620868706519
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7628226,GFS       ,32-142G GFS BEEF STEAKETTE SAL     ,32-142G     ,CT,1,80.64,80.64,'00620868762829
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7628066,GFS       ,40-113G GFS BEEF STEAKETTE SAL     ,40-113G     ,CT,2,139.74,69.87,'00620868762805
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7628066,GFS       ,40-113G GFS BEEF STEAKETTE SAL     ,40-113G     ,CT,2,144.72,72.36,'00620868762805
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7628066,GFS       ,40-113G GFS BEEF STEAKETTE SAL     ,40-113G     ,CT,11,823.2,74.83636363636364,'00620868762805
5884,Deer Park Villa,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7627336,GFS       ,40-113G GFS BEEFBURGER OVAL        ,40-113G     ,CT,2,143.7,71.85,'00620868762737
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,GFS ONTARIO,1285088,GORDON SIG,BEEF BRISKET CORNED CKD V/PK F,2X5.5KGA,KG,27,599.12,22.18962962962963,'90620868171747
5884,Deer Park Villa,GFS ONTARIO,Food,BEEF,MARKON COOPERATIVE,6553905,CAB,BEEF BTM RND FLAT CAB FRSH,4X7KGA,KG,7.54,140.17,18.590185676392572,'00621237108668
1570,Gilmore Lodge,GFS ONTARIO,Food,BEEF,MARKON COOPERATIVE,6553905,CAB,BEEF BTM RND FLAT CAB FRSH,4X7KGA,KG,24.86,439.63,17.684231697506036,'00621237108668
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,MARKON COOPERATIVE,6553905,CAB,BEEF BTM RND FLAT CAB FRSH,4X7KGA,KG,34.08,584.31,17.14524647887324,'00621237108668
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,MARKON COOPERATIVE,6553905,CAB,BEEF BTM RND FLAT CAB FRSH,4X7KGA,KG,58.8,1269.68,21.593197278911568,'00621237108668
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,5413277,FIREREL,BEEF BURGER 4 OZ,42/4 OZ,CS,2,106.58,53.29,'00734730693538
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,5413277,FIREREL,BEEF BURGER 4 OZ,42/4 OZ,CS,5,266.45,53.29,'00734730693538
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1120126,FRFCLSC,BEEF BURGER 4 OZ CDN,42/113 GM,CS,3,174.39,58.129999999999995,'00734730353852
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1120126,FRFCLSC,BEEF BURGER 4 OZ CDN,42/113 GM,CS,4,232.52,58.13,'00734730353852
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS (ELITE),5588514,FRFCLSC,BEEF BURGER 4OZ COOKED,36/4 OZ,CS,2,130.84,65.42,'10734730705900
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS (ELITE),5588514,FRFCLSC,BEEF BURGER 4OZ COOKED,36/4 OZ,CS,3,188.07,62.69,'10734730705900
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS (ELITE),5588514,FRFCLSC,BEEF BURGER 4OZ COOKED,36/4 OZ,CS,16,1033.07,64.566875,'10734730705900
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1031782,CARDNL,BEEF BURGER ANGUS 4OZ FRZN,42/4 OZ,CS,2,121.84,60.92,'10063351016141
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,6866919,JMSHNDR,BEEF BURGER ANGUS F/CKD 5OZ,32/140 GR,CS,6,597.66,99.61,'10062000416110
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,2753432,JMSHNDR,BEEF BURGER BROILED QF,54/3 OZ,CS,5,387.15,77.42999999999999,'00062000415222
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,2753432,JMSHNDR,BEEF BURGER BROILED QF,54/3 OZ,CS,6,464.58,77.42999999999999,'00062000415222
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1324213,CARDNL,BEEF BURGER BTCHR STY 4 OZ,36/4 OZ,CS,7,345.31,49.33,'10063351016349
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,8142871,CARDINL,BEEF BURGER BUTCHER STY 5.33OZ,30/151 GR,CS,2,109.56,54.78,'10063351016356
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,8142871,CARDINL,BEEF BURGER BUTCHER STY 5.33OZ,30/151 GR,CS,4,219.12,54.78,'10063351016356
1570,Gilmore Lodge,GFS ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,4161508,JMSHNDR,BEEF BURGER CHARBR FULLY CKD,40/4 OZ,CS,3,226.53,75.51,'00062000416106
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,189142,JMSHNDR,BEEF BURGER CHARBR FULLY CKD,40/4 OZ,CS,5,376.45,75.28999999999999,'00062000416106
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,189142,JMSHNDR,BEEF BURGER CHARBR FULLY CKD,40/4 OZ,CS,9,677.61,75.29,'00062000416106
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,189142,JMSHNDR,BEEF BURGER CHARBR FULLY CKD,40/4 OZ,CS,20,1505.8,75.28999999999999,'00062000416106
1573,Woodlands of Sunset,GFS ONTARIO,Food,BEEF,MACGREGORS MEAT AND SEAFOODS LTD.,1175515,GFS,BEEF BURGER CKD 3.2Z RND FZN,1X4.54KG,CS,2,128.86,64.43,'00620868135722
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,1175583,GFS,BEEF BURGER CKD 4Z RND 113G FZ,1X4.54KG,CS,4,257.96,64.49,'00620868135739
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,1178212,GFS,BEEF BURGER CKD 5Z RND FZN,32X140G,CS,1,64.31,64.31,'00620868137214
1572,Northland Pointe,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,6232376,CARDNL,BEEF BURGER FRZN,40/4 OZ,CS,4,181.48,45.37,'10063351001130
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,6232376,CARDNL,BEEF BURGER FRZN,40/4 OZ,CS,9,415.2,46.13333333333333,'10063351001130
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,3449782,CARDNL,BEEF BURGER FRZN,40/4 OZ,CS,26,1175.72,45.22,'10063351001130
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1064923,CARDNL,BEEF BURGER ROADHOUSE FRZ,36/5 OZ,CS,2,130.1,65.05,'10063351016059
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1064923,CARDNL,BEEF BURGER ROADHOUSE FRZ,36/5 OZ,CS,5,311.9,62.379999999999995,'10063351016059
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1064923,CARDNL,BEEF BURGER ROADHOUSE FRZ,36/5 OZ,CS,5,325.25,65.05,'10063351016059
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,9282054,CARDNL,BEEF BURGER ROADHOUSE FRZ,42/4 OZ,CS,7,407.33,58.19,'10063351016042
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,3852581,CARDNL,BEEF BURGER SEL 6 OZ,24/6 OZ,CS,12,545.04,45.419999999999995,'10063351015588
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1047663,CARDNL,BEEF BURGER SLSBRY CKD,45/91 GM,CS,2,154.14,77.07,'10063351019265
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,756742,CARDNL,BEEF BURGER SLSBRY CKD,45/91 GM,CS,3,227.65,75.88333333333334,'10063351019265
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,756742,CARDNL,BEEF BURGER SLSBRY CKD,45/91 GM,CS,4,302.46,75.615,'10063351019265
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,756742,CARDNL,BEEF BURGER SLSBRY CKD,45/91 GM,CS,8,608.14,76.0175,'10063351019265
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,GFS BRANDS,1495023,GORDON CHO,BEEF BURGER STEAKHOUSE 5Z FZN,32X5OZ,CS,4,189.8,47.45,'00620868221845
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,GFS BRANDS,1495023,GORDON CHO,BEEF BURGER STEAKHOUSE 5Z FZN,32X5OZ,CS,15,711.75,47.45,'00620868221845
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,ERIE MEAT PRODUCTS LTD.,2724532,EURPEAN,BEEF BURGER TEXAS STY,40/4 OZ,CT,1,45.32,45.32,'10623392109709
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,ERIE MEAT PRODUCTS LTD.,2724532,EURPEAN,BEEF BURGER TEXAS STY,40/4 OZ,CT,10,453.2,45.32,'10623392109709
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,MAPLE LEAF CONSUMER FOODS,758734,JMS,BEEF BURGERS 3OZ FCKD HEALSEL,1/4.54KG,CS,3,268.65,89.55,'10062000415182
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,5524782,PREMIER ME,BEEF DCD SEAS CKD 1/2IN FZN,4X1KG,CS,6,499.15,83.19166666666666,'10772182795001
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,5524782,PREMIER ME,BEEF DCD SEAS CKD 1/2IN FZN,4X1KG,CS,7,594.91,84.98714285714286,'10772182795001
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,5524782,PREMIER ME,BEEF DCD SEAS CKD 1/2IN FZN,4X1KG,CS,13,1114.74,85.74923076923076,'10772182795001
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,5524782,PREMIER ME,BEEF DCD SEAS CKD 1/2IN FZN,4X1KG,CS,14,1165.49,83.24928571428572,'10772182795001
1573,Woodlands of Sunset,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,1431264,CAB,BEEF DCD SIRLN 1/4IN CAB FZN,2X2.5KG,CS,2,246.74,123.37,'10066172100761
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,1431264,CAB,BEEF DCD SIRLN 1/4IN CAB FZN,2X2.5KG,CS,15,2279.83,151.98866666666666,'10066172100761
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,3049147,BUCKHD,BEEF DICED 1 CMPS,2/5 LB,KG,2,170.73,85.365,'90734730482784
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,3049147,BUCKHD,BEEF DICED 1 CMPS,2/5 LB,KG,3,254.18,84.72666666666667,'90734730482784
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,3049147,BUCKHD,BEEF DICED 1 CMPS,2/5 LB,KG,8,684.08,85.51,'90734730482784
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,4862122,BUCKHD,BEEF DICED 1 LEAN UNGRD FZ,2/2.5KG,KG,1,112.08,112.08,'90734730608863
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,4862142,BUCKHD,BEEF DICED 1/2 LEAN UNGRD FZ,2/2.5KG,KG,1,114.76,114.76,'90734730608870
5884,Deer Park Villa,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1200763,CARDNL,BEEF DICED CKD BRAISED,4/1.36KG,CS,1,117.33,117.33,'10063351043147
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1045143,CARDNL,BEEF DICED CKD BRAISED,4/1.36KG,CS,1,114.18,114.18,'10063351043147
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,CARDINAL MEAT SPECIALISTS LTD.,1200763,CARDNL,BEEF DICED CKD BRAISED,4/1.36KG,CS,2,234.66,117.33,'10063351043147
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,9920984,PREMIER,BEEF DICED MACH CUT 1,5 KG,CS,1,103.46,103.46,'10772182135302
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,9920984,PREMIER,BEEF DICED MACH CUT 1,5 KG,CS,14,1448.44,103.46000000000001,'10772182135302
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,2,198.94,99.47,'10772182135333
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,2,208.84,104.42,'10772182135333
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,2,198.94,99.47,'10772182135333
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,12,1253.04,104.42,'10772182135333
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,16,1670.72,104.42,'10772182135333
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,123554,PREMIER,BEEF DICED MACH CUT 1/2,5 KG,CS,33,3358.35,101.76818181818182,'10772182135333
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,EXPRESCO FOODS INC.,5069246,EXPRSCO,BEEF FAJITA STRIPS CKD,4 KG,CS,3,294.24,98.08,'10621588420034
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,EXPRESCO FOODS INC.,5069246,EXPRSCO,BEEF FAJITA STRIPS CKD,4 KG,CS,3,294.24,98.08,'10621588420034
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,EXPRESCO FOODS INC.,5069246,EXPRSCO,BEEF FAJITA STRIPS CKD,4 KG,CS,3,294.24,98.08,'10621588420034
1570,Gilmore Lodge,GFS ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,2471546,CAB,BEEF GRD CHK 81PCT FINE CAB FR,6X4.54KG,KG,4.59,69.35,15.108932461873637,'00261741802418
1570,Gilmore Lodge,GFS ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,1263374,CAB,BEEF GRND CHUCK 75PCT CAB FRSH,6X4.5KGA,KG,4,69.14,17.285,'90061741078362
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,1263374,CAB,BEEF GRND CHUCK 75PCT CAB FRSH,6X4.5KGA,KG,140.33,2141.13,15.257820850851564,'90061741078362
9098,Summer Street Shelter,GFS ONTARIO,Food,BEEF,INTERCITY PACKERS VANCOUVER,7305605,IC CUSTOM,BEEF GRND MED 78PCT FZN,2X2.5KG,CS,1,79.21,79.21,'00066172178237
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,5356876,FRFCLSC,BEEF GROUND CHUCK PTY 81/19,30/114GM,CS,1,68.14,68.14,'00734730680484
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,SYSCO FINE MEATS TORONTO,5320951,FRFCLSC,BEEF GROUND CHUCK PTY 81/19,30/114GM,CS,5,371.27,74.25399999999999,'00734730680484
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395403,FIREIMP,BEEF GROUND FINE 75/25 FRSH,4/2.27 KG,CS,1,121.03,121.03,'00734730689661
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395403,FIREIMP,BEEF GROUND FINE 75/25 FRSH,4/2.27 KG,CS,3,390.96,130.32,'00734730689661
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395374,FIREIMP,BEEF GROUND FINE 75/25 FRZ,4/2.27 KG,CS,1,126.23,126.23,'00734730689630
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5396241,FIREREL,BEEF GROUND FINE 78/22 FRSH,4/2.27 KG,CS,15,2051.07,136.738,'00734730689784
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5396241,FIREREL,BEEF GROUND FINE 78/22 FRSH,4/2.27 KG,CS,19,2615.62,137.66421052631577,'00734730689784
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395870,FIREREL,BEEF GROUND FINE 78/22 FRZ,4/2.27 KG,CS,1,127.34,127.34,'00734730689753
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395870,FIREREL,BEEF GROUND FINE 78/22 FRZ,4/2.27 KG,CS,3,415.51,138.50333333333333,'00734730689753
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395860,FIREREL,BEEF GROUND FINE 84/16 FRZN,4/2.27KG,CS,2,263.38,131.69,'00734730689746
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395860,FIREREL,BEEF GROUND FINE 84/16 FRZN,4/2.27KG,CS,3,397.84,132.61333333333332,'00734730689746
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,5395860,FIREREL,BEEF GROUND FINE 84/16 FRZN,4/2.27KG,CS,14,1923.27,137.37642857142856,'00734730689746
5884,Deer Park Villa,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1158157,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,1,56.39,56.39,'10772182136071
1573,Woodlands of Sunset,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1158157,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,1,54.7,54.7,'10772182136071
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1158157,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,4,225.56,56.39,'10772182136071
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,4,229.92,57.48,'10772182136071
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1158157,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,8,454.51,56.81375,'10772182136071
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,9,498.6,55.400000000000006,'10772182136071
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,1158157,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,26,1449.24,55.74,'10772182136071
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,41,2392.04,58.342439024390245,'10772182136071
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,56,3196.44,57.07928571428572,'10772182136071
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,59,3331.86,56.47220338983051,'10772182136071
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,PREMIER MEAT PACKERS,7583125,PREMIER,BEEF GROUND LEAN 85%,2/2.5 KG,CS,63,3623.34,57.513333333333335,'10772182136071
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,1321601,LEADBTR,BEEF GROUND LEAN FRSH,2/5 LB,CS,2,144.9,72.45,'90873587006122
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,1321601,LEADBTR,BEEF GROUND LEAN FRSH,2/5 LB,CS,2,143.44,71.72,'90873587006122
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,2884528,LEADBTR,BEEF GROUND LEAN FRSH,2/5 LB,CS,2,144.9,72.45,'90873587006122
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,1157969,LEADBTR,BEEF GROUND MED,2/2.27KG,CS,1,66.46,66.46,'20873587001425
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,1157969,LEADBTR,BEEF GROUND MED,2/2.27KG,CS,14,868.93,62.06642857142857,'20873587001425
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,BEEF,LEADBETTER FOODS INC.,1157969,LEADBTR,BEEF GROUND MED,2/2.27KG,CS,21,1300.6,61.93333333333333,'20873587001425
1569,The Meadows of Dorchester,GFS ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,1263281,BETTRBF,BEEF GROUND MED 78%,2/2.5KGA,KG,15,154.35,10.29,'90061741027131
9097,Riordon Street Shelter,GFS ONTARIO,Food,BEEF,CARGILL MEAT SOLUTIONS CORPORATION,1263281,BETTRBF,BEEF GROUND MED 78%,2/2.5KGA,KG,15,184.1,12.273333333333333,'90061741027131
